source_lang,target_lang,train_dataset,dataset_size,test_dataset,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,eng_target
eng,ind,bible,29683,bible,17.0,0.7,40.3,0.7,10.3,0.7,43.2,0.7,72.9,1.1,0.7881,0.0958,13.9,0.7,39.0,0.6,7.9,0.6,42.2,0.6,78.5,1.0,0.789,0.0904,17.1,0.8,40.6,0.7,10.6,0.7,43.5,0.7,73.6,1.7,0.7782,0.102,11.0,0.6,36.3,0.6,6.4,0.5,39.5,0.6,80.2,1.1,0.746,0.1073,32.2,1.0,55.0,0.8,23.9,1.0,57.5,0.7,57.3,1.1,0.8756,0.0527,21.8,0.8,45.9,0.7,13.5,0.7,48.9,0.7,69.7,1.0,0.8444,0.0672,6.6,0.4,28.4,0.4,2.9,0.4,31.4,0.5,89.0,0.9,0.5881,0.1016,1.0,0.6,0.52,0.4546,0.2736,0.5,1000.0,1000.0,34.0,26.0,28.0,122.02586424881696,137.563,148.581,0.43333333333333335,0.45161290322580644,0.46296296296296297,1.0065002152134283e-05,0.00018900431075216447,0.00018844939797147683,0.8963303269033823,0.8960334337316884,8.670815521403705e-06,0.041029319917150954,0.032539929486418914,0.020499930900291747,0.0037326855564224293,0.002894896366439367,0.0005466250341220613,0.11536318063735962,0.05646318197250366,0.04269242286682129,0.0
eng,ind,bible,29683,MT560_OPUS_Tatoeba,15.8,1.9,42.9,1.7,11.8,1.8,46.9,1.7,76.5,2.5,0.8646,0.1159,34.5,2.6,59.9,1.9,28.6,2.7,62.0,1.9,50.1,2.6,0.9243,0.0802,10.6,1.7,38.1,1.6,7.5,1.7,42.2,1.6,84.0,3.5,0.8338,0.136,33.1,2.6,58.9,2.0,28.7,2.8,60.8,1.9,49.9,2.8,0.9173,0.0865,39.8,2.7,62.1,1.9,33.1,3.1,64.2,1.8,46.6,2.5,0.9422,0.0536,42.7,2.9,64.4,2.0,36.2,3.2,66.1,2.0,42.9,2.6,0.9414,0.0598,1.3,0.5,20.2,0.9,1.1,0.6,23.6,0.9,152.8,13.3,0.4976,0.1137,1.0,0.6,0.52,0.4546,0.2736,0.5,1000.0,500.0,34.0,26.0,31.0,122.02586424881696,137.563,33.262,0.43333333333333335,0.47692307692307695,0.42105263157894735,1.0065002152134283e-05,0.00018900431075216447,0.0018639889363237328,0.8963303269033823,0.9892297342505434,0.8074859780734918,0.041029319917150954,0.044558210984766054,0.056956360152562314,0.0037326855564224293,0.004541213511002479,0.004645047678039527,0.11536318063735962,0.4076882004737854,0.45958971977233887,0.0
eng,ind,bible,29683,neulab_tedtalksv1,11.0,0.5,41.3,0.6,9.1,0.4,45.0,0.6,77.6,1.0,0.7716,0.1307,24.2,0.7,57.8,0.6,18.3,0.6,60.0,0.6,62.0,0.7,0.835,0.1097,5.9,0.4,34.3,0.5,5.7,0.4,37.9,0.5,93.9,2.4,0.6923,0.1476,23.8,0.6,57.2,0.5,18.2,0.6,59.3,0.5,61.4,0.6,0.8229,0.1168,30.7,0.8,57.2,0.5,27.5,0.8,60.3,0.5,52.3,0.7,0.8678,0.0836,34.6,0.9,60.0,0.6,32.1,0.8,62.1,0.6,47.5,1.0,0.8563,0.0964,0.6,0.1,20.2,0.2,0.4,0.1,23.6,0.2,114.9,1.4,0.4558,0.0828,1.0,0.6,0.52,0.4546,0.2736,0.5,1000.0,3180.0,34.0,26.0,36.0,122.02586424881696,137.563,80.80660377358491,0.43333333333333335,0.4857142857142857,0.41935483870967744,1.0065002152134283e-05,0.00018900431075216447,0.00014009690035607963,0.8963303269033823,0.8614751444915678,0.12186872922606452,0.04102931991715097,0.06263310429028296,0.06743478700635781,0.0037326855564224293,0.00500368366900012,0.004257716776751214,0.11536318063735962,0.3697354793548584,0.383602499961853,0.0
eng,ind,bible,29683,OPUS_Tanzil,0.5,0.1,12.7,0.7,0.3,0.1,14.7,0.8,93.2,0.5,0.5717,0.1259,1.1,0.3,16.0,0.9,0.7,0.2,17.8,1.0,91.8,0.7,0.6057,0.134,0.6,0.2,12.2,0.6,0.3,0.1,14.2,0.7,94.8,2.0,0.5552,0.1261,0.9,0.2,15.8,0.9,0.6,0.2,17.5,0.9,91.7,0.7,0.5933,0.1326,2.5,0.4,19.4,1.0,1.5,0.4,21.3,1.0,88.9,0.8,0.6542,0.1303,4.5,0.7,22.5,1.1,2.3,0.4,24.1,1.2,87.7,0.9,0.6557,0.1326,0.6,0.1,11.4,0.5,0.1,0.2,13.6,0.6,109.5,8.7,0.4286,0.1016,1.0,0.6,0.52,0.4546,0.2736,0.5,1000.0,500.0,34.0,26.0,30.0,122.02586424881696,137.563,155.59,0.43333333333333335,0.453125,0.42857142857142855,1.0065002152134283e-05,0.00018900431075216447,0.0003856288964586413,0.8963303269033823,0.9484807657441863,0.25997794225414556,0.04102931991715097,0.06641902972380669,0.06522648717162323,0.0037326855564224293,0.007138239067006377,0.003940889536089065,0.11536318063735962,0.11957383155822754,0.18049246072769165,0.0
eng,ind,bible,29683,MT560_WikiMatrix,5.1,0.6,24.6,0.5,2.6,0.4,28.1,0.5,102.5,1.7,0.641,0.1395,8.6,0.9,28.2,0.6,5.1,0.7,31.1,0.6,94.7,1.0,0.6774,0.1369,1.7,0.2,19.8,0.4,0.8,0.2,23.1,0.5,143.0,6.2,0.53,0.1488,8.2,0.8,27.7,0.5,4.8,0.7,30.5,0.6,95.1,1.5,0.6648,0.1402,8.8,0.9,28.4,0.6,5.4,0.8,31.5,0.6,95.1,1.1,0.6975,0.1325,9.1,1.0,28.6,0.6,5.5,0.8,31.5,0.6,94.4,1.1,0.6867,0.1359,0.3,0.1,15.6,0.2,0.1,0.1,18.7,0.2,128.7,3.5,0.3731,0.0696,1.0,0.6,0.52,0.4546,0.2736,0.5,1000.0,2000.0,34.0,26.0,193.0,122.02586424881696,137.563,98.262,0.43333333333333335,0.14977973568281938,0.1187214611872146,1.0065002152134283e-05,0.00018900431075216447,0.0009820683478862632,0.8963303269033823,0.9796074780766617,0.6521283565865639,0.04102931991715097,0.11530632354236839,0.1232966286746309,0.0037326855564224293,0.01221059999548653,0.011824827369489144,0.11536318063735962,0.4216247797012329,0.5449477434158325,0.0
eng,ind,bible,29683,MT560_OPUS100,9.7,0.7,34.3,0.8,5.4,0.6,38.1,0.8,94.5,1.8,0.7694,0.15,23.6,1.2,48.4,1.2,17.0,1.3,51.0,1.2,75.2,2.0,0.8223,0.144,5.5,0.6,29.3,0.9,3.2,0.5,33.0,0.9,117.5,6.5,0.7302,0.1601,23.1,1.2,47.6,1.1,16.1,1.2,50.2,1.2,75.0,1.9,0.8153,0.146,28.3,1.3,50.6,1.2,19.7,1.2,53.0,1.2,65.8,1.7,0.8571,0.1262,31.9,1.4,53.9,1.3,23.5,1.4,56.1,1.3,62.7,1.8,0.8548,0.1326,0.6,0.2,17.8,0.3,0.0,0.0,20.9,0.4,153.5,5.2,0.4944,0.1055,1.0,0.6,0.52,0.4546,0.2736,0.5,1000.0,1954.0,34.0,26.0,36.0,122.02586424881696,137.563,34.929375639713406,0.43333333333333335,0.4857142857142857,0.41935483870967744,1.0065002152134283e-05,0.00018900431075216447,0.0005274570708550666,0.8963303269033823,0.9621998760292712,0.41173888391940533,0.04102931991715097,0.04552107854610812,0.061220089031737715,0.0037326855564224293,0.003492251045340507,0.0047692518927802685,0.11536318063735962,0.3202807307243347,0.36418527364730835,0.0
eng,ind,bible,29683,flores,17.5,1.0,44.6,0.8,13.1,0.8,48.2,0.8,73.9,1.7,0.794,0.1227,43.2,1.3,65.2,0.9,36.8,1.3,67.4,0.8,42.7,1.2,0.8944,0.0679,6.8,0.6,33.0,0.7,4.8,0.5,36.4,0.7,103.5,4.8,0.6422,0.1542,40.3,1.1,63.5,0.8,34.4,1.2,65.7,0.8,44.2,1.1,0.877,0.0814,42.0,1.2,63.9,0.9,34.3,1.3,66.5,0.8,46.1,1.1,0.9106,0.048,48.0,1.3,68.1,0.9,40.9,1.4,70.1,0.8,39.4,1.1,0.9116,0.053,0.6,0.1,19.4,0.3,0.0,0.0,22.7,0.3,116.3,2.8,0.3945,0.0708,1.0,0.6,0.52,0.4546,0.2736,0.5,1000.0,1012.0,34.0,26.0,41.0,122.02586424881696,137.563,118.80335968379447,0.43333333333333335,0.4533333333333333,0.3880597014925373,1.0065002152134283e-05,0.00018900431075216447,0.00034101589466767584,0.8963303269033823,0.9418416018271942,0.19870286308861465,0.04102931991715096,0.07832369343014266,0.08895115510567429,0.0037326855564224293,0.00948524976496573,0.010960173391318051,0.11536318063735962,0.4774666428565979,0.5723805725574493,0.0
plt,eng,OPUS_bible,28956,OPUS_bible,33.4,1.1,53.3,0.8,26.6,1.1,54.0,0.8,57.7,1.3,0.7543,0.0856,26.4,1.1,48.8,0.9,21.4,1.0,49.8,0.9,67.8,1.9,0.7361,0.097,34.0,1.1,53.2,0.8,27.0,1.1,53.8,0.8,56.5,1.2,0.7536,0.0869,21.5,0.9,44.6,0.8,17.1,0.9,45.6,0.7,72.7,1.7,0.7054,0.0999,57.4,1.2,71.3,0.9,50.4,1.3,71.7,0.9,34.5,1.3,0.8333,0.062,37.7,1.1,57.3,0.8,30.2,1.1,58.4,0.8,54.8,1.5,0.8037,0.0659,16.8,0.8,37.9,0.6,11.1,0.7,38.7,0.6,80.2,1.3,0.5929,0.0906,1.0,0.5,0.68,0.5093,0.2736,0.6,1000.0,1000.0,32.0,26.0,26.0,100.4128677994198,86.936,103.022,0.4482758620689655,0.4482758620689655,0.5,1.1005810724130757e-05,0.000299070580657,0.0002523732794937,0.927754153970458,0.9146832569435164,0.0342370881197236,0.0425983842946679,0.0335262829118158,0.0272950363880537,0.0071713030926518,0.0044259042424046,0.002131000602066,0.137291669845581,0.0749405622482299,0.0436435341835022,1.0
plt,eng,OPUS_bible,28956,flores,11.6,0.7,35.2,0.6,7.1,0.5,36.7,0.6,92.2,2.1,0.627,0.1116,24.6,1.0,46.7,0.8,18.1,1.0,48.5,0.8,66.6,1.3,0.7557,0.0995,7.8,0.6,30.5,0.6,4.9,0.5,32.0,0.6,103.2,4.2,0.5681,0.1085,23.2,1.0,45.8,0.7,17.4,0.9,47.5,0.7,66.6,1.2,0.7428,0.0992,35.2,1.1,55.3,0.9,27.9,1.1,56.9,0.9,54.3,1.3,0.8228,0.0701,35.7,1.1,55.7,0.9,28.5,1.1,57.3,0.8,52.6,1.2,0.8276,0.0674,1.0,0.2,19.5,0.3,0.6,0.2,21.1,0.3,125.3,1.9,0.3889,0.0469,1.0,0.5,0.68,0.5093,0.2736,0.6,1000.0,1012.0,32.0,26.0,39.0,100.4128677994198,86.936,106.64229249011858,0.4482758620689655,0.4507042253521127,0.4,1.1005810724130757e-05,0.000299070580657,0.0003613721020737,0.927754153970458,0.9400163085201108,0.0297226864965916,0.0425983842946678,0.0981299367015605,0.0901820690286454,0.0071713030926518,0.0193738048902025,0.021879210709109,0.137291669845581,0.5541273653507233,0.6149030327796936,1.0
plt,eng,OPUS_bible,28956,bible,25.5,1.0,47.4,0.8,20.1,0.9,48.5,0.8,62.9,1.2,0.7277,0.0837,23.0,1.0,45.8,0.8,18.2,0.9,46.6,0.8,69.1,1.8,0.7176,0.0953,25.0,0.9,46.9,0.7,19.5,0.9,48.0,0.7,62.1,1.0,0.7251,0.0847,19.3,0.8,42.2,0.7,15.2,0.8,43.1,0.7,73.4,1.7,0.6863,0.0973,37.4,1.1,57.6,0.8,31.1,1.1,58.7,0.8,48.0,1.2,0.7802,0.0718,25.1,0.9,47.5,0.8,19.7,0.9,48.8,0.8,64.2,1.4,0.7544,0.0747,13.0,0.6,34.7,0.6,8.9,0.6,35.8,0.6,81.9,1.2,0.5781,0.0848,1.0,0.5,0.68,0.5093,0.2736,0.6,1000.0,1000.0,32.0,26.0,26.0,100.4128677994198,86.936,106.373,0.4482758620689655,0.4482758620689655,0.5,1.1005810724130757e-05,0.000299070580657,0.0002444229268705,0.927754153970458,0.9119720273483828,0.0499872403436029,0.0425983842946679,0.038792636864085,0.0469187584618541,0.0071713030926518,0.0053712744506003,0.0074781997398601,0.137291669845581,0.0808581113815307,0.0574358701705932,1.0
bel,eng,MT560_OPUS100,66623,neulab_tedtalksv1,16.3,1.2,43.9,1.0,13.2,0.9,45.3,1.1,67.8,1.1,0.7168,0.1266,16.7,1.4,43.2,1.3,13.7,1.1,44.8,1.3,69.4,1.5,0.6584,0.1486,17.3,1.3,45.4,1.1,14.3,1.0,46.8,1.1,66.2,1.1,0.7292,0.1241,17.4,1.3,44.8,1.2,14.2,1.0,46.2,1.2,66.7,1.2,0.6855,0.1386,25.7,1.2,54.4,1.2,20.5,1.2,55.9,1.2,59.8,1.2,0.7994,0.1012,26.8,1.3,55.1,1.3,21.4,1.2,56.6,1.2,59.4,1.3,0.7993,0.1043,0.1,0.1,12.7,0.4,0.2,0.2,14.0,0.5,154.7,11.0,0.3621,0.0696,0.9,0.1,0.76,0.5983,0.5687,0.9,997.0,665.0,49.0,36.0,38.0,20.261775389510973,102.60080240722166,81.36842105263158,0.4235294117647059,0.4367816091954023,0.4864864864864865,3.62995229205559e-05,0.00035193023960583813,0.0007022731472925522,0.804350530371523,0.8992944921426331,0.24887113865862873,0.05067288636278156,0.0747245020048766,0.04479165322490843,0.004410055959494433,0.009999362031290508,0.005164440068900378,0.5057277381420135,0.5956883430480957,0.31294190883636475,1.0
bel,eng,MT560_OPUS100,66623,flores,17.0,0.7,43.7,0.6,11.3,0.7,46.4,0.6,82.3,1.4,0.7575,0.0877,16.9,0.8,44.9,0.7,10.9,0.6,47.8,0.7,88.5,1.5,0.7477,0.1096,16.9,0.7,44.2,0.6,11.2,0.7,47.0,0.6,84.4,1.3,0.7522,0.0908,16.6,0.7,44.9,0.6,10.7,0.6,47.8,0.6,86.6,1.4,0.7523,0.0893,26.7,0.9,51.8,0.7,18.4,0.9,54.4,0.7,70.8,1.2,0.8335,0.052,26.3,0.9,51.8,0.7,18.0,0.8,54.5,0.7,71.7,1.2,0.8327,0.0531,0.3,0.2,12.5,0.2,0.0,0.0,13.7,0.3,135.4,7.5,0.3395,0.0429,0.9,0.1,0.76,0.5983,0.5687,0.9,997.0,1012.0,49.0,36.0,39.0,20.261775389510973,102.60080240722166,106.64229249011858,0.4235294117647059,0.4431818181818182,0.48,3.62995229205559e-05,0.00035193023960583813,0.0003613721020737199,0.804350530371523,0.809191719620284,0.0006826625776725652,0.05067288636278156,0.052779447084668106,0.010981016109552289,0.004410055959494433,0.004706949563833449,0.0039126999356780545,0.5057277381420135,0.5078034400939941,0.02650350332260132,1.0
bel,eng,MT560_OPUS100,66623,MT560_WikiMatrix,2.8,0.4,18.2,0.4,2.0,0.4,19.6,0.4,97.0,1.0,0.5122,0.1202,3.5,0.6,19.3,0.5,2.4,0.4,20.7,0.5,98.4,1.1,0.5185,0.1231,3.0,0.6,18.8,0.4,2.1,0.4,20.2,0.4,97.4,1.0,0.5132,0.1205,3.2,0.6,19.1,0.4,2.1,0.4,20.5,0.4,97.7,1.0,0.5136,0.122,3.6,0.6,18.9,0.5,2.5,0.5,20.3,0.5,98.2,1.0,0.5288,0.1233,3.6,0.6,19.0,0.5,2.5,0.5,20.5,0.5,99.6,1.1,0.5255,0.1194,0.1,0.1,10.0,0.2,0.0,0.0,10.7,0.2,115.2,3.5,0.332,0.0534,0.9,0.1,0.76,0.5983,0.5687,0.9,997.0,2000.0,49.0,36.0,714.0,20.261775389510973,102.60080240722166,82.575,0.4235294117647059,0.06028833551769332,0.048,3.62995229205559e-05,0.00035193023960583813,0.004323342415985467,0.804350530371523,0.9832781533643433,0.8438216395726659,0.05067288636278178,0.11474579820715856,0.11699541325783976,0.004410055959494433,0.007374657941173551,0.007929193507461019,0.5057277381420135,0.34583282470703125,0.27055251598358154,1.0
bel,eng,MT560_OPUS100,66623,MT560_OPUS100,23.3,1.8,37.6,1.6,16.6,1.5,39.1,1.6,76.3,2.3,0.6801,0.1953,14.7,2.1,29.0,1.8,11.2,1.5,30.4,1.9,96.2,3.2,0.5681,0.1741,20.3,2.0,36.0,1.7,15.2,1.5,37.4,1.7,79.4,2.5,0.6713,0.2012,15.8,1.9,31.2,1.7,11.5,1.4,32.9,1.7,93.2,2.7,0.6059,0.1824,26.3,2.3,40.2,1.9,20.1,1.9,41.5,1.9,75.8,3.0,0.6906,0.2075,19.0,2.1,35.5,1.9,15.0,1.7,37.3,1.9,97.6,3.5,0.6337,0.1908,8.4,1.0,21.2,1.0,5.0,1.0,22.4,1.0,101.9,4.1,0.6024,0.1923,0.9,0.1,0.76,0.5983,0.5687,0.9,997.0,1952.0,49.0,36.0,39.0,20.261775389510973,102.60080240722166,23.673155737704917,0.4235294117647059,0.4431818181818182,0.48,3.62995229205559e-05,0.00035193023960583813,0.0008439731659813894,0.804350530371523,0.9158293225092834,0.3398980777537237,0.05067288636278156,0.018385711910219947,0.04538865607742542,0.004410055959494433,0.0005021076795964863,0.003758606331386083,0.5057277381420135,0.006193101406097412,0.48885488510131836,1.0
bel,eng,MT560_OPUS100,66623,MT560_OPUS_Tatoeba,39.1,3.0,54.4,2.3,35.1,3.3,54.4,2.3,51.0,3.1,0.8178,0.1527,22.8,2.7,40.2,2.3,19.8,2.8,40.3,2.4,68.8,3.2,0.6801,0.19,37.8,2.9,56.0,2.3,35.1,3.2,56.1,2.3,50.1,3.2,0.8207,0.1584,26.6,2.7,44.2,2.4,23.3,3.0,44.2,2.5,64.4,3.3,0.7124,0.1887,56.8,3.0,71.0,2.1,51.0,3.6,71.2,2.1,34.1,2.9,0.9182,0.0808,56.2,3.2,70.2,2.3,50.6,3.7,70.3,2.3,34.3,3.1,0.9152,0.0838,5.5,1.2,18.8,1.1,3.7,1.2,18.6,1.1,106.4,3.6,0.4398,0.129,0.9,0.1,0.76,0.5983,0.5687,0.9,997.0,500.0,49.0,36.0,32.0,20.261775389510973,102.60080240722166,22.732,0.4235294117647059,0.3950617283950617,0.47058823529411764,3.62995229205559e-05,0.00035193023960583813,0.0028154143938060885,0.804350530371523,0.9743799593817851,0.7656228615364956,0.05067288636278156,0.11786341390021508,0.09372586384277183,0.004410055959494433,0.021554696903100124,0.013927251128544427,0.5057277381420135,0.5637101233005524,0.5137844085693359,1.0
mya,eng,MT560_OPUS100,26053,MT560_OPUS_Tatoeba,14.4,4.9,26.4,4.4,8.3,4.5,26.3,4.3,83.2,7.0,0.6476,0.1502,7.9,3.8,23.5,4.0,6.2,5.6,23.2,3.9,90.1,9.8,0.6406,0.1719,9.4,4.0,26.4,3.3,5.4,4.9,26.1,3.3,90.3,7.4,0.6765,0.1563,14.5,4.6,29.6,4.7,11.8,5.3,29.6,4.7,86.4,8.0,0.6818,0.1601,49.0,7.3,62.8,5.9,38.8,8.2,63.1,5.9,44.1,7.6,0.9045,0.0908,44.1,7.7,60.8,5.9,38.1,8.6,61.4,6.0,48.7,8.7,0.8893,0.1005,0.0,0.0,11.1,1.0,0.0,0.0,11.6,1.1,147.0,18.3,0.4462,0.0971,1.0,0.4,0.73,0.3323,0.2566,0.5,997.0,79.0,66.0,36.0,25.0,29.182435803938127,102.60080240722166,19.18987341772152,0.3529411764705882,0.2747252747252747,0.4098360655737705,8.680898078364835e-05,0.0003519302396058,0.0164907651715039,0.5675131588695892,0.9894995175235178,0.9577733409441695,0.0388868421348038,0.1435230102830326,0.1312331080561558,0.0032291442281951,0.0379597545733797,0.0307909329407337,0.5647073090076447,0.6809902489185333,0.5533084273338318,1.0
mya,eng,MT560_OPUS100,26053,MT560_OPUS_GlobalVoices,8.0,0.5,26.1,0.6,5.6,0.5,28.2,0.6,91.7,1.5,0.6399,0.1482,4.8,0.5,19.1,0.6,3.0,0.4,21.0,0.6,120.8,4.7,0.526,0.1715,8.6,0.6,27.5,0.6,6.2,0.5,29.6,0.6,88.4,1.3,0.6455,0.1475,7.3,0.5,26.3,0.6,5.2,0.4,28.6,0.6,94.3,1.3,0.6221,0.1437,19.8,0.9,38.7,0.9,15.2,0.8,41.0,0.9,77.0,1.2,0.7687,0.1558,18.1,0.8,37.3,0.9,13.7,0.7,39.7,0.9,78.7,1.1,0.7628,0.1542,0.7,0.1,12.2,0.2,0.6,0.1,13.1,0.2,172.2,6.3,0.3793,0.1247,1.0,0.4,0.73,0.3323,0.2566,0.5,997.0,2282.0,66.0,36.0,66.0,29.182435803938127,102.60080240722166,87.11831726555653,0.3529411764705882,0.5,0.3529411764705882,8.680898078364835e-05,0.0003519302396058,0.0003319852719261,0.5675131588695892,0.5454052418573553,0.0036093503446717,0.0388868421348038,0.0396457137392295,0.0225820053832959,0.0032291442281951,0.0036376306590574,0.0010567641836262,0.5647073090076447,0.479708731174469,0.2441905736923217,1.0
mya,eng,MT560_OPUS100,26053,MT560_OPUS100,11.8,1.0,29.5,1.0,6.7,0.8,31.6,1.0,84.9,2.2,0.7481,0.161,5.2,0.8,18.4,0.9,2.6,0.6,20.1,0.9,119.5,7.3,0.6054,0.167,12.0,1.0,31.2,1.0,7.6,0.9,33.2,1.0,82.8,1.7,0.7646,0.1628,7.8,0.8,25.5,0.8,4.8,0.7,27.8,0.8,98.4,2.1,0.6682,0.1437,22.3,1.5,41.1,1.4,16.6,1.5,43.4,1.4,74.0,1.8,0.824,0.1402,15.4,1.1,34.3,1.2,11.2,1.1,36.8,1.2,100.9,2.8,0.7168,0.1597,7.9,0.9,24.8,1.3,6.9,1.0,25.8,1.3,131.6,9.8,0.722,0.2519,1.0,0.4,0.73,0.3323,0.2566,0.5,997.0,1977.0,66.0,36.0,36.0,29.182435803938127,102.60080240722166,32.88062721294892,0.3529411764705882,0.3529411764705882,0.5,8.680898078364835e-05,0.0003519302396058,0.0005538035535728,0.5675131588695892,0.7110697288145235,0.132875939645231,0.0388868421348038,0.0233169480956468,0.0334299590461742,0.0032291442281951,0.0011523064043741,0.0017239736008379,0.5647073090076447,0.0188364386558532,0.4894963502883911,1.0
mya,eng,MT560_OPUS100,26053,OPUS_bible,4.3,0.6,23.6,0.7,3.1,0.5,24.7,0.7,100.9,3.9,0.5495,0.1042,3.1,0.5,19.8,0.9,2.2,0.5,20.7,0.9,121.2,7.8,0.4927,0.1244,5.3,0.6,25.2,0.8,3.8,0.5,26.2,0.8,98.1,4.6,0.5536,0.0995,5.0,0.6,25.2,0.8,3.5,0.6,26.2,0.8,110.6,6.2,0.5539,0.1095,39.1,1.6,58.4,1.3,32.7,1.6,59.4,1.3,50.9,2.1,0.8456,0.073,38.8,1.6,58.2,1.3,32.3,1.6,59.3,1.3,51.5,2.1,0.8464,0.0734,0.1,0.1,12.0,0.4,0.0,0.0,12.7,0.4,239.9,15.4,0.2975,0.0555,1.0,0.4,0.73,0.3323,0.2566,0.5,997.0,500.0,66.0,36.0,26.0,29.182435803938127,102.60080240722166,109.414,0.3529411764705882,0.2826086956521739,0.4193548387096774,8.680898078364835e-05,0.0003519302396058,0.0004752591076096,0.5675131588695892,0.6680510312678662,0.0673392994724885,0.0388868421348038,0.1178378305854374,0.1030015286062835,0.0032291442281951,0.0284382352493945,0.0198026753608178,0.5647073090076447,0.7693269997835159,0.6111644506454468,1.0
mya,eng,MT560_OPUS100,26053,flores,12.0,0.7,35.2,0.6,8.9,0.6,37.1,0.6,82.9,1.3,0.6936,0.1145,8.4,0.7,29.7,0.9,6.1,0.6,31.6,0.9,103.7,4.9,0.6112,0.1784,12.7,0.7,36.3,0.7,9.8,0.7,38.2,0.7,80.3,1.2,0.6939,0.1068,12.4,0.8,36.7,0.7,9.3,0.7,38.8,0.7,84.8,1.9,0.6958,0.1105,31.8,1.1,53.8,0.8,24.7,1.1,55.9,0.8,58.8,1.2,0.8679,0.0522,32.3,1.1,54.2,0.8,25.0,1.1,56.3,0.8,58.7,1.2,0.868,0.0535,0.1,0.1,10.7,0.3,0.1,0.1,11.7,0.3,181.3,8.5,0.316,0.0737,1.0,0.4,0.73,0.3323,0.2566,0.5,997.0,1012.0,66.0,36.0,39.0,29.182435803938127,102.60080240722166,106.64229249011858,0.3529411764705882,0.3428571428571428,0.48,8.680898078364835e-05,0.0003519302396058,0.0003613721020737,0.5675131588695892,0.5772649149540949,0.0006826625776725,0.0388868421348038,0.0377518646981975,0.0109810161095516,0.0032291442281951,0.0033431771849098,0.003912699935678,0.5647073090076447,0.5641361176967621,0.0265035033226013,1.0
