source_lang,target_lang,train_dataset,dataset_size,test_dataset,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se
btk,mak,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.625,0.1,1,0.4081,0.6667,0.6,849,2000,36,36,36,122.0301667,123.942285,122.17,0.5,0.5,0.5,4.92E-05,0.0003421175174,0.0001473356798,0.7332202411,0.4439353052,1.747757019,0.009764030445,0.01048799479,0.0151845384,0.0002216353473,0.0002128188381,0.0004002542863,0.000749520629,0.0004615987795,0.001202122585,7.7,0.5,23.1,0.3,1.2,0.2,26.3,0.3,100.7,1.3,0.5955,0.0895,23,0.9,42.8,0.5,7,0.5,47.4,0.5,79,0.8,0.7262,0.0877,13.4,0.9,26.4,0.6,2.6,0.3,30.5,0.6,101.7,1.2,0.6201,0.1104,20.4,0.9,39.4,0.5,5.5,0.4,43.7,0.6,83.3,1.4,0.7055,0.1016,6.5,0.6,15.7,0.6,1,0.2,18.1,0.7,172.5,9.1,0.4336,0.1857,21.3,0.8,40.7,0.6,6.5,0.5,45.1,0.6,81.6,1.2,0.7116,0.1099,12.3,0.8,25.8,0.5,2.2,0.3,30.1,0.6,102.6,1,0.622,0.113
btk,mak,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.625,0.1,1,0.4081,0.6667,0.6,849,2000,36,36,36,122.4695455,123.942285,122.17,0.5,0.5,0.5,4.45E-05,0.0003421175174,0.0001473356798,0.7565811588,0.4868004607,1.747757019,0.009839326734,0.01031928842,0.0151845384,0.0001613622905,0.0002475044704,0.0004002542863,0.0007091085891,0.0004578619621,0.001202122585,9.3,0.6,21.3,0.5,1.5,0.3,24.2,0.5,95,1,0.5797,0.1201,23.1,0.9,42.7,0.5,7,0.5,47.4,0.5,78.5,0.8,0.727,0.088,13.4,0.9,26.4,0.6,2.6,0.3,30.5,0.6,101.7,1.2,0.6201,0.1104,21.8,0.9,40.1,0.6,6.1,0.4,44.5,0.7,79.7,0.9,0.7011,0.1256,6.5,0.6,15.7,0.6,1,0.2,18.1,0.7,172.5,9.1,0.4336,0.1857,21.6,0.8,41,0.6,6.7,0.5,45.7,0.6,81.3,1.1,0.7201,0.1111,12.3,0.8,25.8,0.5,2.2,0.3,30.1,0.6,102.6,1,0.622,0.113
btk,min,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.625,0,0.67,0.4169,0.6667,0.5,849,2000,36,36,36,115.169,122.581861,121.1595,0.5,0.5,0.5,0.0003125841155,0.000345914367,0.0001485644956,0.009284103647,1.218881645,1.764589254,0.01378152633,0.008384909807,0.01101787765,0.0005251689196,0.0001331369008,0.0001919400151,0.002445582627,0.001066737865,0.001309815513,6.3,0.6,19.1,0.3,0.7,0.2,22.3,0.3,97.7,0.5,0.4983,0.09,29.6,1,47.6,0.6,13,0.6,51.3,0.6,65.3,0.8,0.7442,0.0919,19.8,1,34.8,0.7,5.4,0.4,39.5,0.7,85.1,0.9,0.6614,0.1108,22.6,1.2,42.9,0.9,10.5,0.6,46.4,0.9,76.5,2.2,0.6967,0.1478,7.2,0.7,17.7,0.7,1.3,0.2,20.4,0.8,157.8,7.9,0.4349,0.1927,25.1,1.2,43.7,1.2,15.6,0.8,46.7,1.3,64.9,1.2,0.6763,0.2212,17.1,1,32.2,0.6,4.1,0.4,37.1,0.7,88.6,0.8,0.6546,0.1195
btk,min,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.625,0,0.67,0.4169,0.6667,0.5,849,2000,36,36,36,118.674,122.581861,121.1595,0.5,0.5,0.5,0.0001011173467,0.000345914367,0.0001485644956,0.500812378,0.1019976524,1.764589254,0.01148254318,0.006023952807,0.01101787765,0.0002133958374,7.85E-05,0.0001919400151,0.001699714751,0.0005979878764,0.001309815513,12.4,0.7,29.4,0.4,2.8,0.3,32.8,0.4,87.1,0.6,0.6071,0.094,34.6,1,52.6,0.7,17.5,0.7,56.3,0.7,58.2,0.9,0.7655,0.09,19.8,1,34.8,0.7,5.4,0.4,39.5,0.7,85.1,0.9,0.6614,0.1108,22.9,1.1,41.9,1.2,14.4,0.7,44.9,1.3,69.2,1.4,0.651,0.2294,7.2,0.7,17.7,0.7,1.3,0.2,20.4,0.8,157.8,7.9,0.4349,0.1927,29.2,1,48.1,0.7,12.7,0.6,52.1,0.7,66.8,1,0.7398,0.0975,17.1,1,32.2,0.6,4.1,0.4,37.1,0.7,88.6,0.8,0.6546,0.1195
btk,min,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.625,0,0.67,0.4169,0.6667,0.5,849,2000,36,36,36,119.4196667,122.581861,121.1595,0.5,0.5,0.5,5.02E-05,0.000345914367,0.0001485644956,0.7306029056,0.437992887,1.764589254,0.01063835842,0.005149462715,0.01101787765,0.0004790007522,4.19E-05,0.0001919400151,0.001278887298,0.0004911101352,0.001309815513,13.6,0.8,28.6,0.6,3.8,0.4,31.6,0.6,86.2,0.7,0.6,0.1284,37.3,1,55.2,0.6,19.9,0.7,58.8,0.7,55,0.8,0.778,0.0856,19.8,1,34.8,0.7,5.4,0.4,39.5,0.7,85.1,0.9,0.6614,0.1108,31.9,1,50.9,0.7,15.7,0.7,54.7,0.7,63.8,1.4,0.7458,0.1051,7.2,0.7,17.7,0.7,1.3,0.2,20.4,0.8,157.8,7.9,0.4349,0.1927,33.2,1.2,50.2,1,18,0.8,53.7,1.1,59.7,1.2,0.7305,0.1753,17.1,1,32.2,0.6,4.1,0.4,37.1,0.7,88.6,0.8,0.6546,0.1195
btk,min,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.625,0,0.67,0.4169,0.6667,0.5,849,2000,36,36,36,119.8374242,122.581861,121.1595,0.5,0.5,0.5,4.55E-05,0.000345914367,0.0001485644956,0.754149288,0.48111785,1.764589254,0.01063093102,0.004986050243,0.01101787765,0.000205081753,9.93E-05,0.0001919400151,0.001216980412,0.0004750332251,0.001309815513,14.5,0.8,31.1,0.5,4.5,0.4,34.2,0.6,86.1,0.8,0.6221,0.1142,37.8,1,55.5,0.6,20.4,0.7,59.2,0.7,54.7,0.9,0.7787,0.086,19.8,1,34.8,0.7,5.4,0.4,39.5,0.7,85.1,0.9,0.6614,0.1108,34,1.1,53.1,0.7,18,0.7,56.9,0.7,61.2,1.4,0.7529,0.1053,7.2,0.7,17.7,0.7,1.3,0.2,20.4,0.8,157.8,7.9,0.4349,0.1927,34.7,1,52.8,0.6,17.5,0.7,56.7,0.7,58.2,0.8,0.7637,0.0935,17.1,1,32.2,0.6,4.1,0.4,37.1,0.7,88.6,0.8,0.6546,0.1195
btk,sun,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0.1,0.61,0.4316,0.6667,0.5,849,2000,36,36,36,117.995,125.532391,124.5285,0.5,0.5,0.5,0.0003050976736,0.0003377839496,0.0001445452246,0.009363815934,1.233747747,1.787231583,0.0137240892,0.01033994223,0.01028825118,0.0003380658521,0.0002002936124,0.0001852590168,0.002343707295,0.001345316229,0.001191427897,5.4,0.5,19.1,0.3,0.7,0.2,22.3,0.3,101.8,0.8,0.4642,0.0866,29.4,1,46.5,0.6,13.6,0.6,49.7,0.6,65,0.9,0.7632,0.1016,18.8,1.1,31.9,0.7,4.6,0.4,36.1,0.7,87.1,1.1,0.5909,0.1506,26.8,1.1,44.4,0.6,11.9,0.6,47.7,0.7,69.1,1,0.724,0.1205,7,0.7,16.9,0.7,1.2,0.2,19.4,0.8,158.9,7.9,0.3835,0.1811,24,1.2,39.5,1.2,14,0.7,41.9,1.3,67.8,1.2,0.662,0.2537,16.4,1,29.9,0.6,3.7,0.4,34.3,0.7,89.8,0.8,0.5548,0.1525
btk,sun,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0.1,0.61,0.4316,0.6667,0.5,849,2000,36,36,36,121.769,125.532391,124.5285,0.5,0.5,0.5,9.85E-05,0.0003377839496,0.0001445452246,0.5016231702,0.1012674641,1.787231583,0.01028067673,0.007029991107,0.01028825118,0.0001777467219,0.0001017229441,0.0001852590168,0.001439849243,0.0006635538888,0.001191427897,7.5,0.6,21.3,0.7,3.1,0.4,23.3,0.7,98.1,1.7,0.5151,0.1827,34.4,1,51.5,0.7,18.3,0.7,54.6,0.7,58.3,0.9,0.7894,0.0989,18.8,1.1,31.9,0.7,4.6,0.4,36.1,0.7,87.1,1.1,0.5909,0.1506,31.5,1,49.5,0.7,16.2,0.7,52.7,0.7,59.7,0.9,0.7649,0.1107,7,0.7,16.9,0.7,1.2,0.2,19.4,0.8,158.9,7.9,0.3835,0.1811,26,1,44.1,0.7,11.3,0.6,47.4,0.7,71.8,1.4,0.7199,0.1261,16.4,1,29.9,0.6,3.7,0.4,34.3,0.7,89.8,0.8,0.5548,0.1525
btk,sun,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0.1,0.61,0.4316,0.6667,0.5,849,2000,36,36,36,122.4708333,125.532391,124.5285,0.5,0.5,0.5,4.90E-05,0.0003377839496,0.0001445452246,0.7309612974,0.437008574,1.787231583,0.009749432648,0.005982353232,0.01028825118,0.0005080797249,7.67E-05,0.0001852590168,0.001075688644,0.0004176467166,0.001191427897,11.4,0.7,27.6,0.4,2.7,0.3,30.7,0.4,87.7,0.5,0.5857,0.1088,36.1,1,53.3,0.7,19.9,0.7,56.4,0.7,55.9,0.9,0.7971,0.0968,18.8,1.1,31.9,0.7,4.6,0.4,36.1,0.7,87.1,1.1,0.5909,0.1506,33.2,1,50.3,0.8,18.1,0.7,53.4,0.8,57.9,1,0.7639,0.1471,7,0.7,16.9,0.7,1.2,0.2,19.4,0.8,158.9,7.9,0.3835,0.1811,33.2,1,50.8,0.7,17,0.7,54.1,0.7,58.9,1,0.7749,0.1084,16.4,1,29.9,0.6,3.7,0.4,34.3,0.7,89.8,0.8,0.5548,0.1525
btk,sun,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0.1,0.61,0.4316,0.6667,0.5,849,2000,36,36,36,122.9181818,125.532391,124.5285,0.5,0.5,0.5,4.44E-05,0.0003377839496,0.0001445452246,0.7545142784,0.4802486925,1.787231583,0.009622450631,0.005493988441,0.01028825118,0.0001595311019,8.51E-05,0.0001852590168,0.001067864774,0.0003979882923,0.001191427897,13.6,0.8,29,0.5,4.1,0.4,31.8,0.6,86.1,0.7,0.5981,0.1314,36.2,1,53.4,0.7,20,0.7,56.6,0.7,55.6,0.9,0.7979,0.0975,18.8,1.1,31.9,0.7,4.6,0.4,36.1,0.7,87.1,1.1,0.5909,0.1506,34,1,51.5,0.7,18.5,0.7,54.6,0.8,57.7,1.3,0.7735,0.1266,7,0.7,16.9,0.7,1.2,0.2,19.4,0.8,158.9,7.9,0.3835,0.1811,34.1,1.1,51.4,0.8,18.2,0.7,54.6,0.8,57.2,0.9,0.7763,0.1233,16.4,1,29.9,0.6,3.7,0.4,34.3,0.7,89.8,0.8,0.5548,0.1525
ind,bew,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.2222,0,0.62,0.669,0.5687,0.6,849,2000,36,36,36,115.338,122.573616,121.6515,0.5,0.5,0.5,0.0003121260989,0.0003459376351,0.0001479636503,0.009552876899,1.230941941,1.790219057,0.01364157117,0.009674681929,0.0102928626,0.0003891882171,0.0001456931773,0.0002438154972,0.002167273558,0.001269157866,0.001410481164,8.8,0.6,26.1,0.4,1.7,0.3,29.7,0.4,93,0.6,0.5344,0.0999,37.4,1.1,57,0.7,22.4,0.8,60.5,0.7,50.1,0.9,0.8229,0.0966,14,1,26.8,0.8,3.7,0.4,30.3,0.9,89.9,1.8,0.5682,0.194,29.8,1.1,51.3,0.8,17.5,0.9,55.3,0.8,61.4,1,0.757,0.1063,8.7,0.8,15,0.7,1.6,0.3,16.8,0.7,122.8,4,0.4218,0.1757,33.1,1.3,51.3,0.9,18.5,0.9,55.1,0.8,58.3,1.2,0.7679,0.1097,20.6,1.1,32.8,1,7.1,0.5,36,1.1,88.6,3,0.6509,0.2197
ind,bew,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.2222,0,0.62,0.669,0.5687,0.6,849,2000,36,36,36,118.9146667,122.573616,121.6515,0.5,0.5,0.5,0.0001009126993,0.0003459376351,0.0001479636503,0.50167787,0.1011175963,1.790219057,0.01104729124,0.007116080948,0.0102928626,0.0001931141665,0.0001178689187,0.0002438154972,0.001264604861,0.0006779845749,0.001410481164,18.9,0.8,39.7,0.5,7.4,0.5,43.5,0.6,76.1,0.7,0.6584,0.123,40.4,1.1,59.3,0.7,25.1,0.8,62.7,0.7,47.1,0.9,0.8247,0.0921,14,1,26.8,0.8,3.7,0.4,30.3,0.9,89.9,1.8,0.5682,0.194,35.1,1.1,55.2,0.7,20.6,0.8,58.8,0.7,54.9,1.2,0.7876,0.1044,8.7,0.8,15,0.7,1.6,0.3,16.8,0.7,122.8,4,0.4218,0.1757,35.5,1.1,53.5,0.8,19.9,0.8,57.3,0.7,55.2,0.9,0.7827,0.1063,20.6,1.1,32.8,1,7.1,0.5,36,1.1,88.6,3,0.6509,0.2197
ind,bew,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.2222,0,0.62,0.669,0.5687,0.6,849,2000,36,36,36,119.6689437,122.573616,121.6515,0.5,0.5,0.5,5.01E-05,0.0003459376351,0.0001479636503,0.7312194867,0.4372611441,1.790219057,0.01010793456,0.005675145302,0.0102928626,0.0004888900322,0.004401906434,0.0002438154972,0.001027859639,0.0004539409648,0.001410481164,26.6,0.9,47.3,0.7,13.7,0.7,50.8,0.6,64.6,0.8,0.7366,0.1176,42.1,1.2,60.1,0.8,26.9,1,63.6,0.7,46.4,1,0.822,0.0969,14,1,26.8,0.8,3.7,0.4,30.3,0.9,89.9,1.8,0.5682,0.194,40.6,1.2,59.4,0.8,25.8,0.9,62.9,0.7,47.2,1,0.822,0.0969,8.7,0.8,15,0.7,1.6,0.3,16.8,0.7,122.8,4,0.4218,0.1757,36.4,1.1,54.8,0.7,20.7,0.8,58.5,0.7,53,1,0.7995,0.1027,20.6,1.1,32.8,1,7.1,0.5,36,1.1,88.6,3,0.6509,0.2197
ind,bew,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.2222,0,0.62,0.669,0.5687,0.6,849,2000,36,36,36,120.0922727,122.573616,121.6515,0.5,0.5,0.5,4.54E-05,0.0003459376351,0.0001479636503,0.7546496893,0.4802978989,1.790219057,0.01021025755,0.005504231359,0.0102928626,0.0001554374555,8.21E-05,0.0002438154972,0.0009899954436,0.0004373215967,0.001410481164,38.1,1.1,56.7,0.8,23.9,1,60.2,0.7,50.8,1,0.8101,0.1007,42,1.2,60,0.8,26.7,1,63.4,0.7,46.6,1,0.8207,0.0971,14,1,26.8,0.8,3.7,0.4,30.3,0.9,89.9,1.8,0.5682,0.194,41.4,1.2,59.2,0.8,26.5,1,62.7,0.8,48,1,0.8175,0.1,8.7,0.8,15,0.7,1.6,0.3,16.8,0.7,122.8,4,0.4218,0.1757,40.9,1.2,58.7,0.8,25.6,1,62.3,0.8,48.7,1,0.8115,0.1007,20.6,1.1,32.8,1,7.1,0.5,36,1.1,88.6,3,0.6509,0.2197
ind,btk,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.625,0.1,0.57,0.4132,0.4121,0.5,849,2000,36,36,36,113.145,119.9081272,119.0315,0.5,0.5,0.5,0.0003181757921,0.0003536276301,0.0001512204753,0.01005044128,1.21893153,1.791556559,0.0124980101,0.008614502911,0.01141339249,0.0003611592336,0.0001846678981,0.0002739094258,0.001898872247,0.0009849897969,0.001033042617,5.9,0.5,19.3,0.3,0.7,0.2,22.7,0.3,101.2,0.9,0.5025,0.0798,30.1,1.1,47.1,0.7,12.7,0.7,51.5,0.7,68.9,0.9,0.7108,0.1037,13.8,1,26,0.8,3.6,0.4,29.9,0.8,92.9,1.8,0.576,0.1508,25.2,1.1,43.8,0.8,10.4,0.5,48.2,0.8,77.7,2,0.6783,0.1333,8.9,0.8,15.9,0.7,2,0.3,18.1,0.8,121.7,4,0.4042,0.1758,29.6,1.2,43.3,1.1,14,0.8,47.5,1.2,72.2,1.5,0.6544,0.1925,17.9,1.1,28.8,0.9,5.4,0.5,32.5,1,96.5,2.8,0.5582,0.204
ind,btk,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.625,0.1,0.57,0.4132,0.4121,0.5,849,2000,36,36,36,116.8843333,119.9081272,119.0315,0.5,0.5,0.5,0.0001026655982,0.0003536276301,0.0001512204753,0.5036439981,0.1030966422,1.791556559,0.009663494488,0.006234958813,0.01141339249,0.0001536563358,0.0001435967609,0.0002739094258,0.001064522602,0.0003892228213,0.001033042617,6.2,0.6,20.3,0.7,2.1,0.3,22.8,0.8,111.9,2.5,0.5129,0.1708,33.4,1.1,50.4,0.8,15.5,0.7,55.1,0.7,65.1,1,0.7211,0.1045,13.8,1,26,0.8,3.6,0.4,29.9,0.8,92.9,1.8,0.576,0.1508,29.9,1.1,47.2,0.9,15.5,0.8,51.3,1,69,1.1,0.6716,0.1748,8.9,0.8,15.9,0.7,2,0.3,18.1,0.8,121.7,4,0.4042,0.1758,31.6,1.1,48.6,0.7,14.1,0.7,53.1,0.7,67.5,0.9,0.7093,0.1069,17.9,1.1,28.8,0.9,5.4,0.5,32.5,1,96.5,2.8,0.5582,0.204
ind,btk,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.625,0.1,0.57,0.4132,0.4121,0.5,849,2000,36,36,36,117.58007,119.9081272,119.0315,0.5,0.5,0.5,5.10E-05,0.0003536276301,0.0001512204753,0.7322607919,0.4390495878,1.791556559,0.009095146368,0.00553550447,0.01141339249,0.0003178705615,0.02006095349,0.0002739094258,0.000902125402,0.0002729322429,0.001033042617,12.5,0.8,26.3,0.6,3.3,0.3,29.5,0.6,88.4,0.7,0.5761,0.1373,35.3,1.1,51.8,0.8,17.2,0.8,56.5,0.8,63.2,1.1,0.7247,0.1087,13.8,1,26,0.8,3.6,0.4,29.9,0.8,92.9,1.8,0.576,0.1508,32.6,1.1,50.3,0.8,15.9,0.7,54.8,0.8,68.1,1.3,0.7051,0.123,8.9,0.8,15.9,0.7,2,0.3,18.1,0.8,121.7,4,0.4042,0.1758,34.4,1.1,50.8,0.8,16.5,0.8,55.9,0.8,63.7,1,0.7218,0.1145,17.9,1.1,28.8,0.9,5.4,0.5,32.5,1,96.5,2.8,0.5582,0.204
ind,btk,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.625,0.1,0.57,0.4132,0.4121,0.5,849,2000,36,36,36,118.0566667,119.9081272,119.0315,0.5,0.5,0.5,4.62E-05,0.0003536276301,0.0001512204753,0.7557629136,0.4822850732,1.791556559,0.008959972876,0.005389184708,0.01141339249,0.0001533729808,0.0001455319976,0.0002739094258,0.0008613221811,0.0002764010755,0.001033042617,13.4,0.7,30.9,0.4,3.3,0.3,34.8,0.5,87.2,0.7,0.6165,0.0929,35.2,1.1,51.7,0.8,17.2,0.8,56.5,0.8,63.5,1.1,0.7252,0.1093,13.8,1,26,0.8,3.6,0.4,29.9,0.8,92.9,1.8,0.576,0.1508,33.5,1,50.5,0.8,15.6,0.7,55.5,0.8,63.3,1,0.7243,0.1107,8.9,0.8,15.9,0.7,2,0.3,18.1,0.8,121.7,4,0.4042,0.1758,34.4,1.1,50.1,0.9,17.2,0.9,55.2,0.9,63.6,1.1,0.7188,0.1362,17.9,1.1,28.8,0.9,5.4,0.5,32.5,1,96.5,2.8,0.5582,0.204
ind,jav,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0,0.74,0.3606,0.529,0.5,849,2000,36,36,36,113.15,120.360424,119.5955,0.5,0.5,0.5,0.0003181617322,0.0003522987493,0.0001505073351,0.009389207503,1.240836511,1.797587483,0.01420952803,0.01015646381,0.01259879788,0.0006739945147,0.0003167282136,0.0003134342949,0.00288852499,0.001999948142,0.001087309642,6.4,0.6,19.6,0.3,0.8,0.2,22.7,0.3,98.5,0.7,0.4938,0.0973,35.7,1.1,53.7,0.6,19.2,0.7,56.9,0.6,54.8,0.8,0.8484,0.0775,21.9,1.1,40.7,0.7,10.1,0.6,43.9,0.7,69.3,0.8,0.7844,0.1193,15.8,1.2,27.3,1.4,9.1,0.7,29.1,1.5,80.7,1.5,0.5322,0.2944,9.2,0.8,16.1,0.7,1.9,0.3,18.1,0.8,123,4.1,0.4189,0.1812,32.3,1.1,48,0.7,14.2,0.6,51.5,0.7,62.4,1.2,0.778,0.1133,19.5,1.2,29.6,0.9,5.6,0.5,32.7,0.9,91.8,2.7,0.645,0.2143
ind,jav,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0,0.74,0.3606,0.529,0.5,849,2000,36,36,36,116.5093333,120.360424,119.5955,0.5,0.5,0.5,0.0001029960404,0.0003522987493,0.0001505073351,0.5007624925,0.09965025152,1.797587483,0.01064162628,0.007654227707,0.01259879788,0.0002615438878,0.0002171784894,0.0003134342949,0.001590285931,0.001002703776,0.001087309642,12.3,1,27.2,0.7,4.4,0.4,29.7,0.8,88.7,1.4,0.5997,0.1724,39.5,1,57.1,0.6,22.5,0.8,60.3,0.6,50.7,0.8,0.8575,0.0743,21.9,1.1,40.7,0.7,10.1,0.6,43.9,0.7,69.3,0.8,0.7844,0.1193,16.9,1.2,29.2,1.4,9.6,0.7,31.2,1.4,80.3,1.6,0.5518,0.2935,9.2,0.8,16.1,0.7,1.9,0.3,18.1,0.8,123,4.1,0.4189,0.1812,34.1,1.1,49,1,17.4,0.8,52.1,1,61.1,1.4,0.7697,0.1745,19.5,1.2,29.6,0.9,5.6,0.5,32.7,0.9,91.8,2.7,0.645,0.2143
ind,jav,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0,0.74,0.3606,0.529,0.5,849,2000,36,36,36,117.3205,120.360424,119.5955,0.5,0.5,0.5,5.11E-05,0.0003522987493,0.0001505073351,0.7307404055,0.435867858,1.797587483,0.01079107005,0.006940103571,0.01259879788,0.0004314501577,0.0001249657269,0.0003134342949,0.001170485968,0.0006486469233,0.001087309642,15.3,0.9,30.5,0.6,4.9,0.4,33.2,0.7,84.1,1,0.6301,0.1479,40.4,1.1,57.8,0.6,23.1,0.8,61,0.6,49.8,0.8,0.8601,0.0734,21.9,1.1,40.7,0.7,10.1,0.6,43.9,0.7,69.3,0.8,0.7844,0.1193,29.6,1.3,49.3,0.8,15.2,0.7,52.6,0.8,66.7,2.3,0.7843,0.1419,9.2,0.8,16.1,0.7,1.9,0.3,18.1,0.8,123,4.1,0.4189,0.1812,36.5,1,55.2,0.6,19.5,0.7,58.6,0.6,55.1,0.8,0.8325,0.0836,19.5,1.2,29.6,0.9,5.6,0.5,32.7,0.9,91.8,2.7,0.645,0.2143
ind,jav,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0,0.74,0.3606,0.529,0.5,849,2000,36,36,36,117.7536364,120.360424,119.5955,0.5,0.5,0.5,4.63E-05,0.0003522987493,0.0001505073351,0.754319922,0.4791820914,1.797587483,0.01065606721,0.0066275966,0.01259879788,0.0002502484435,0.0001674397978,0.0003134342949,0.001133434433,0.0006000912423,0.001087309642,15.7,0.8,34,0.4,4.7,0.4,37.3,0.5,81.3,0.6,0.6522,0.1211,40.7,1.1,58,0.6,23.4,0.8,61.1,0.6,49.5,0.8,0.8598,0.0744,21.9,1.1,40.7,0.7,10.1,0.6,43.9,0.7,69.3,0.8,0.7844,0.1193,34.8,1.1,53.3,0.6,18.5,0.7,56.5,0.6,54.1,0.8,0.8416,0.0829,9.2,0.8,16.1,0.7,1.9,0.3,18.1,0.8,123,4.1,0.4189,0.1812,38.1,1,55.5,0.6,20.3,0.7,59,0.6,52.9,0.8,0.8364,0.0873,19.5,1.2,29.6,0.9,5.6,0.5,32.7,0.9,91.8,2.7,0.645,0.2143
ind,mad,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5556,0,0.74,0.4158,0.7196,0.6,849,2000,36,36,36,117.919,125.5700824,124.613,0.5,0.5,0.5,0.0003052943122,0.0003376825596,0.0001444472086,0.009199360429,1.239961449,1.789595397,0.01317567078,0.008883295102,0.01069253244,0.0003652309492,0.000134554158,0.0002128211046,0.001965056222,0.0008392385391,0.001094008278,4.9,0.4,17.7,0.2,0.5,0.2,20.5,0.3,100,0.6,0.5044,0.0794,25.8,0.9,43.9,0.6,9.8,0.5,47.6,0.6,67.7,0.8,0.7076,0.0994,11.7,0.8,24.1,0.7,2.8,0.3,27.4,0.7,92.6,1.7,0.5667,0.1419,27.3,0.9,45.7,0.6,10.9,0.5,49.6,0.6,64.5,0.8,0.7122,0.113,8.9,0.8,15.4,0.7,1.8,0.3,17.3,0.7,121.5,4,0.3942,0.1664,23,1.1,41.1,1,11.1,0.7,44.8,1.1,69,1.1,0.655,0.1917,14.8,0.9,26.3,0.8,4.1,0.4,29.4,0.8,93.8,2.6,0.5402,0.1899
